,,,,RESULTADOS DE LAS ELECCIONES REGIONALES 2004 - GOBERNADORES,,,,,,,,,
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9212,ESCUELA BASICA ARNOLDO GABALDON,CALLE  BOLIVAR Nº 60 BARRIO JOSE G HERNANDEZ,3,498,34,134,14
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9212,ESCUELA BASICA ARNOLDO GABALDON,CALLE  BOLIVAR Nº 60 BARRIO JOSE G HERNANDEZ,4,520,40,135,16
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9212,ESCUELA BASICA ARNOLDO GABALDON,CALLE  BOLIVAR Nº 60 BARRIO JOSE G HERNANDEZ,5,520,37,134,17
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9212,ESCUELA BASICA ARNOLDO GABALDON,CALLE  BOLIVAR Nº 60 BARRIO JOSE G HERNANDEZ,6,524,42,134,16
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9213,ESCUELA BASICA EDMUNDO ARENCIBIA,CALLE PRINCIPAL BARRIO LOS COCOS MARACAY,1,548,48,145,21
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9213,ESCUELA BASICA EDMUNDO ARENCIBIA,CALLE PRINCIPAL BARRIO LOS COCOS MARACAY,2,572,43,157,9
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9213,ESCUELA BASICA EDMUNDO ARENCIBIA,CALLE PRINCIPAL BARRIO LOS COCOS MARACAY,3,572,55,151,24
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9213,ESCUELA BASICA EDMUNDO ARENCIBIA,CALLE PRINCIPAL BARRIO LOS COCOS MARACAY,4,562,40,129,23
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9213,ESCUELA BASICA EDMUNDO ARENCIBIA,CALLE PRINCIPAL BARRIO LOS COCOS MARACAY,5,557,45,157,22
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9213,ESCUELA BASICA EDMUNDO ARENCIBIA,CALLE PRINCIPAL BARRIO LOS COCOS MARACAY,6,574,45,153,14
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9215,ESCUELA BASICA JULIO PAEZ,CALLE ARAGUA SIN NUMERO BARRIO SAN LUIS MARACAY,1,549,43,156,28
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9215,ESCUELA BASICA JULIO PAEZ,CALLE ARAGUA SIN NUMERO BARRIO SAN LUIS MARACAY,2,547,36,172,19
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9215,ESCUELA BASICA JULIO PAEZ,CALLE ARAGUA SIN NUMERO BARRIO SAN LUIS MARACAY,3,550,43,146,35
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9215,ESCUELA BASICA JULIO PAEZ,CALLE ARAGUA SIN NUMERO BARRIO SAN LUIS MARACAY,4,533,36,148,19
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9217,ESCUELA BASICA NACIONAL ANA FERNANDEZ RAMIREZ,AVENIDA  INTERSAN SIN NUMERO BARRIO SAN CARLOS MARACAY,1,376,22,125,7
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9217,ESCUELA BASICA NACIONAL ANA FERNANDEZ RAMIREZ,AVENIDA  INTERSAN SIN NUMERO BARRIO SAN CARLOS MARACAY,2,385,17,133,11
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9218,CICLO BASICA ATANACIO GIRARDOT,CALLE  EL SAMAN BARRIO SAN CARLOS MARACAY,1,336,24,104,12
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9218,CICLO BASICA ATANACIO GIRARDOT,CALLE  EL SAMAN BARRIO SAN CARLOS MARACAY,2,331,25,90,9
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9220,E.B  ANA FERNANDEZ RAMIREZ,C/INTERGAN  FT / CAVAVEN C.A  B/ SAN CARLOS,1,532,36,157,24
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9220,E.B  ANA FERNANDEZ RAMIREZ,C/INTERGAN  FT / CAVAVEN C.A  B/ SAN CARLOS,2,542,39,153,20
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9220,E.B  ANA FERNANDEZ RAMIREZ,C/INTERGAN  FT / CAVAVEN C.A  B/ SAN CARLOS,3,526,25,145,15
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9220,E.B  ANA FERNANDEZ RAMIREZ,C/INTERGAN  FT / CAVAVEN C.A  B/ SAN CARLOS,4,601,39,163,21
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9254,ESCUELA BASICA LOS SAMANES,AVENIDA  PRINCIPAL CRUCE CON CALLE  18 URBANIZACION  LOS SAMANES,1,537,74,93,14
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9254,ESCUELA BASICA LOS SAMANES,AVENIDA  PRINCIPAL CRUCE CON CALLE  18 URBANIZACION  LOS SAMANES,2,571,75,94,25
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9254,ESCUELA BASICA LOS SAMANES,AVENIDA  PRINCIPAL CRUCE CON CALLE  18 URBANIZACION  LOS SAMANES,3,577,100,97,15
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9254,ESCUELA BASICA LOS SAMANES,AVENIDA  PRINCIPAL CRUCE CON CALLE  18 URBANIZACION  LOS SAMANES,4,597,80,104,22
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9255,ESCUELA BASICA SAN RAFAEL,CALLE  INDEPENDENCIA CRUCE CON CALLE  24 DE OCTUBRE BARRIO SAN RAFAEL,1,524,30,171,10
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9255,ESCUELA BASICA SAN RAFAEL,CALLE  INDEPENDENCIA CRUCE CON CALLE  24 DE OCTUBRE BARRIO SAN RAFAEL,2,529,31,188,13
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9255,ESCUELA BASICA SAN RAFAEL,CALLE  INDEPENDENCIA CRUCE CON CALLE  24 DE OCTUBRE BARRIO SAN RAFAEL,3,519,27,179,14
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9256,UNIDAD EDUCATIVA SANTA MARTA,3RA TRANSVERSAL CON AVENIDA  SUR URBANIZACION  MATA REDONDA MARACAY,1,572,95,95,17
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9256,UNIDAD EDUCATIVA SANTA MARTA,3RA TRANSVERSAL CON AVENIDA  SUR URBANIZACION  MATA REDONDA MARACAY,2,541,103,101,17
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9256,UNIDAD EDUCATIVA SANTA MARTA,3RA TRANSVERSAL CON AVENIDA  SUR URBANIZACION  MATA REDONDA MARACAY,3,560,92,125,13
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9256,UNIDAD EDUCATIVA SANTA MARTA,3RA TRANSVERSAL CON AVENIDA  SUR URBANIZACION  MATA REDONDA MARACAY,4,571,103,120,12
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9256,UNIDAD EDUCATIVA SANTA MARTA,3RA TRANSVERSAL CON AVENIDA  SUR URBANIZACION  MATA REDONDA MARACAY,5,556,101,112,12
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9256,UNIDAD EDUCATIVA SANTA MARTA,3RA TRANSVERSAL CON AVENIDA  SUR URBANIZACION  MATA REDONDA MARACAY,6,550,106,122,13
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9258,CASA USOS MULTIPLES LOS SAMANES,"CALLE 2, LOS SAMANES I",1,573,74,97,9
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9258,CASA USOS MULTIPLES LOS SAMANES,"CALLE 2, LOS SAMANES I",2,584,75,119,5
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9258,CASA USOS MULTIPLES LOS SAMANES,"CALLE 2, LOS SAMANES I",3,612,79,105,8
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9290,JARDIN DE INFANCIA RIO BLANCO I,CALLE SUCRE Nº 51 BARRIO RIO BLANCO MARACAY,1,563,32,178,34
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9290,JARDIN DE INFANCIA RIO BLANCO I,CALLE SUCRE Nº 51 BARRIO RIO BLANCO MARACAY,2,550,33,165,23
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9290,JARDIN DE INFANCIA RIO BLANCO I,CALLE SUCRE Nº 51 BARRIO RIO BLANCO MARACAY,3,552,27,167,29
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9290,JARDIN DE INFANCIA RIO BLANCO I,CALLE SUCRE Nº 51 BARRIO RIO BLANCO MARACAY,4,556,31,177,25
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9290,JARDIN DE INFANCIA RIO BLANCO I,CALLE SUCRE Nº 51 BARRIO RIO BLANCO MARACAY,5,610,55,167,25
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9293,ESCUELA BASICA ISABEL TERESA RANGEL,CALLE NUEVA CRUCE CON CALLE FLORIDA SIN NUMERO BARRIORIO BLANCO II,1,579,26,201,6
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9293,ESCUELA BASICA ISABEL TERESA RANGEL,CALLE NUEVA CRUCE CON CALLE FLORIDA SIN NUMERO BARRIORIO BLANCO II,2,564,41,185,10
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9293,ESCUELA BASICA ISABEL TERESA RANGEL,CALLE NUEVA CRUCE CON CALLE FLORIDA SIN NUMERO BARRIORIO BLANCO II,3,568,33,166,18
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9293,ESCUELA BASICA ISABEL TERESA RANGEL,CALLE NUEVA CRUCE CON CALLE FLORIDA SIN NUMERO BARRIORIO BLANCO II,4,564,38,164,23
4,EDO. ARAGUA,1,CE. GIRARDOT,5,PQ. PEDRO JOSE OVALLES,9293,ESCUELA BASICA ISABEL TERESA RANGEL,CALLE NUEVA CRUCE CON CALLE FLORIDA SIN NUMERO BARRIORIO BLANCO II,5,526,34,152,11
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9011,ESCUELA BASICA MORAL Y LUCES,CALLE INDEPENDENCIA Nº 41 BARRIO LOURDES MARACAY,1,503,100,109,10
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9011,ESCUELA BASICA MORAL Y LUCES,CALLE INDEPENDENCIA Nº 41 BARRIO LOURDES MARACAY,2,497,88,97,5
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9011,ESCUELA BASICA MORAL Y LUCES,CALLE INDEPENDENCIA Nº 41 BARRIO LOURDES MARACAY,3,507,99,88,4
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9011,ESCUELA BASICA MORAL Y LUCES,CALLE INDEPENDENCIA Nº 41 BARRIO LOURDES MARACAY,4,512,111,85,2
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9011,ESCUELA BASICA MORAL Y LUCES,CALLE INDEPENDENCIA Nº 41 BARRIO LOURDES MARACAY,5,534,100,92,5
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9050,ESCUELA BASICA RAFAEL URDANETA,CALLE  SUCRE SUR Nº 61 MARACAY,1,560,68,143,7
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9050,ESCUELA BASICA RAFAEL URDANETA,CALLE  SUCRE SUR Nº 61 MARACAY,2,535,62,128,20
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9050,ESCUELA BASICA RAFAEL URDANETA,CALLE  SUCRE SUR Nº 61 MARACAY,3,558,68,140,10
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9050,ESCUELA BASICA RAFAEL URDANETA,CALLE  SUCRE SUR Nº 61 MARACAY,4,551,61,126,13
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9050,ESCUELA BASICA RAFAEL URDANETA,CALLE  SUCRE SUR Nº 61 MARACAY,5,547,67,132,3
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9051,INSTITUTO MARISCAL DE AYACUCHO,CALLE 5 DE JULIO SUR Nº 40 MARACAY,1,509,60,106,6
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9051,INSTITUTO MARISCAL DE AYACUCHO,CALLE 5 DE JULIO SUR Nº 40 MARACAY,2,513,60,94,15
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9051,INSTITUTO MARISCAL DE AYACUCHO,CALLE 5 DE JULIO SUR Nº 40 MARACAY,3,489,63,94,4
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9060,ESCUELA BASICA LUCAS GUILLERMO CASTILLO,CALLE  SAN IGNACIO SIN NUMERO URBANIZACION  EL CENTRO,1,594,116,104,8
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9060,ESCUELA BASICA LUCAS GUILLERMO CASTILLO,CALLE  SAN IGNACIO SIN NUMERO URBANIZACION  EL CENTRO,2,576,93,92,11
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9060,ESCUELA BASICA LUCAS GUILLERMO CASTILLO,CALLE  SAN IGNACIO SIN NUMERO URBANIZACION  EL CENTRO,3,609,94,123,12
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9060,ESCUELA BASICA LUCAS GUILLERMO CASTILLO,CALLE  SAN IGNACIO SIN NUMERO URBANIZACION  EL CENTRO,4,615,93,103,16
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9060,ESCUELA BASICA LUCAS GUILLERMO CASTILLO,CALLE  SAN IGNACIO SIN NUMERO URBANIZACION  EL CENTRO,5,577,107,114,7
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9062,ESCUELA PRIVADA ACADEMUS,AVENIDA  VICTORIA URBANIZACION  EL CENTRO MARACAY,1,590,108,63,1
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9062,ESCUELA PRIVADA ACADEMUS,AVENIDA  VICTORIA URBANIZACION  EL CENTRO MARACAY,2,563,125,83,8
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9062,ESCUELA PRIVADA ACADEMUS,AVENIDA  VICTORIA URBANIZACION  EL CENTRO MARACAY,3,562,125,78,4
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9062,ESCUELA PRIVADA ACADEMUS,AVENIDA  VICTORIA URBANIZACION  EL CENTRO MARACAY,4,574,144,77,6
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9062,ESCUELA PRIVADA ACADEMUS,AVENIDA  VICTORIA URBANIZACION  EL CENTRO MARACAY,5,566,117,65,18
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9062,ESCUELA PRIVADA ACADEMUS,AVENIDA  VICTORIA URBANIZACION  EL CENTRO MARACAY,6,584,138,68,8
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9064,INCE INDUSTRIAL POLIVALENTE,"AVENIDA  LA PAPELERA, CALLE C AVENIDA  BERMUDEZ, BARRIO BOLIVAR",1,602,95,86,4
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9064,INCE INDUSTRIAL POLIVALENTE,"AVENIDA  LA PAPELERA, CALLE C AVENIDA  BERMUDEZ, BARRIO BOLIVAR",2,581,82,85,6
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9064,INCE INDUSTRIAL POLIVALENTE,"AVENIDA  LA PAPELERA, CALLE C AVENIDA  BERMUDEZ, BARRIO BOLIVAR",3,592,83,75,8
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9160,CICLO BASICO MANUEL ANTONIO CARREÑO,CALLE HUMBOLDL Nº 1 URBANIZACION  LA FUNDACION MARACAY,1,587,129,77,8
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9160,CICLO BASICO MANUEL ANTONIO CARREÑO,CALLE HUMBOLDL Nº 1 URBANIZACION  LA FUNDACION MARACAY,2,565,138,92,3
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9160,CICLO BASICO MANUEL ANTONIO CARREÑO,CALLE HUMBOLDL Nº 1 URBANIZACION  LA FUNDACION MARACAY,3,565,131,81,9
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9160,CICLO BASICO MANUEL ANTONIO CARREÑO,CALLE HUMBOLDL Nº 1 URBANIZACION  LA FUNDACION MARACAY,4,583,134,95,9
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9160,CICLO BASICO MANUEL ANTONIO CARREÑO,CALLE HUMBOLDL Nº 1 URBANIZACION  LA FUNDACION MARACAY,5,584,137,92,11
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9180,CENTRO DE FORMACION INDUSTRIAL MARACAY INCE,AVENIDA  ARAGUA Nº 58 BARRIO ANDRES E BLANCO,1,606,68,154,14
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9180,CENTRO DE FORMACION INDUSTRIAL MARACAY INCE,AVENIDA  ARAGUA Nº 58 BARRIO ANDRES E BLANCO,2,602,53,152,14
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9180,CENTRO DE FORMACION INDUSTRIAL MARACAY INCE,AVENIDA  ARAGUA Nº 58 BARRIO ANDRES E BLANCO,3,581,61,129,3
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9180,CENTRO DE FORMACION INDUSTRIAL MARACAY INCE,AVENIDA  ARAGUA Nº 58 BARRIO ANDRES E BLANCO,4,607,71,154,10
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9180,CENTRO DE FORMACION INDUSTRIAL MARACAY INCE,AVENIDA  ARAGUA Nº 58 BARRIO ANDRES E BLANCO,5,606,51,173,11
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9180,CENTRO DE FORMACION INDUSTRIAL MARACAY INCE,AVENIDA  ARAGUA Nº 58 BARRIO ANDRES E BLANCO,6,587,56,128,13
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9180,CENTRO DE FORMACION INDUSTRIAL MARACAY INCE,AVENIDA  ARAGUA Nº 58 BARRIO ANDRES E BLANCO,7,562,51,131,8
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9180,CENTRO DE FORMACION INDUSTRIAL MARACAY INCE,AVENIDA  ARAGUA Nº 58 BARRIO ANDRES E BLANCO,8,602,71,148,19
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9180,CENTRO DE FORMACION INDUSTRIAL MARACAY INCE,AVENIDA  ARAGUA Nº 58 BARRIO ANDRES E BLANCO,9,570,60,144,8
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9180,CENTRO DE FORMACION INDUSTRIAL MARACAY INCE,AVENIDA  ARAGUA Nº 58 BARRIO ANDRES E BLANCO,10,598,66,137,19
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9180,CENTRO DE FORMACION INDUSTRIAL MARACAY INCE,AVENIDA  ARAGUA Nº 58 BARRIO ANDRES E BLANCO,11,547,64,124,23
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9180,CENTRO DE FORMACION INDUSTRIAL MARACAY INCE,AVENIDA  ARAGUA Nº 58 BARRIO ANDRES E BLANCO,12,550,66,113,14
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9190,ESCUELA BASICA VICTOR LINO GOMEZ,CALLE  EL COLEGIO SIN NUMERO BARRIO CAMPO ALEGRE,1,520,32,160,16
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9190,ESCUELA BASICA VICTOR LINO GOMEZ,CALLE  EL COLEGIO SIN NUMERO BARRIO CAMPO ALEGRE,2,537,34,186,26
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9190,ESCUELA BASICA VICTOR LINO GOMEZ,CALLE  EL COLEGIO SIN NUMERO BARRIO CAMPO ALEGRE,3,540,37,173,11
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9190,ESCUELA BASICA VICTOR LINO GOMEZ,CALLE  EL COLEGIO SIN NUMERO BARRIO CAMPO ALEGRE,4,572,40,180,20
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9190,ESCUELA BASICA VICTOR LINO GOMEZ,CALLE  EL COLEGIO SIN NUMERO BARRIO CAMPO ALEGRE,5,576,47,178,8
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9190,ESCUELA BASICA VICTOR LINO GOMEZ,CALLE  EL COLEGIO SIN NUMERO BARRIO CAMPO ALEGRE,6,549,38,173,13
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9190,ESCUELA BASICA VICTOR LINO GOMEZ,CALLE  EL COLEGIO SIN NUMERO BARRIO CAMPO ALEGRE,7,561,48,163,11
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9191,ESCUELA BASICA MARY DIAZ DE ESPAA,CALLE  PRINCIPAL Nº 17 BARRIO CAMPO ALEGRE FRENTE CASILLA POLICIAL,1,537,39,181,15
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9191,ESCUELA BASICA MARY DIAZ DE ESPAA,CALLE  PRINCIPAL Nº 17 BARRIO CAMPO ALEGRE FRENTE CASILLA POLICIAL,2,586,54,167,20
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9191,ESCUELA BASICA MARY DIAZ DE ESPAA,CALLE  PRINCIPAL Nº 17 BARRIO CAMPO ALEGRE FRENTE CASILLA POLICIAL,3,572,53,185,17
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9191,ESCUELA BASICA MARY DIAZ DE ESPAA,CALLE  PRINCIPAL Nº 17 BARRIO CAMPO ALEGRE FRENTE CASILLA POLICIAL,5,573,60,170,23
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9191,ESCUELA BASICA MARY DIAZ DE ESPAA,CALLE  PRINCIPAL Nº 17 BARRIO CAMPO ALEGRE FRENTE CASILLA POLICIAL,6,558,52,173,10
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9191,ESCUELA BASICA MARY DIAZ DE ESPAA,CALLE  PRINCIPAL Nº 17 BARRIO CAMPO ALEGRE FRENTE CASILLA POLICIAL,7,572,57,160,20
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9191,ESCUELA BASICA MARY DIAZ DE ESPAA,CALLE  PRINCIPAL Nº 17 BARRIO CAMPO ALEGRE FRENTE CASILLA POLICIAL,8,575,46,196,20
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9192,UNIDAD EDUCATIVA NACIONAL AC CREACION CAMPO ALEGRE,"BARRIO CAMPO ALEGRE, CALLE  INDEPENDENCIA CALLE C JOSE G HERNANDEZ",1,584,29,197,25
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9192,UNIDAD EDUCATIVA NACIONAL AC CREACION CAMPO ALEGRE,"BARRIO CAMPO ALEGRE, CALLE  INDEPENDENCIA CALLE C JOSE G HERNANDEZ",2,567,27,185,16
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9192,UNIDAD EDUCATIVA NACIONAL AC CREACION CAMPO ALEGRE,"BARRIO CAMPO ALEGRE, CALLE  INDEPENDENCIA CALLE C JOSE G HERNANDEZ",3,537,42,161,23
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9192,UNIDAD EDUCATIVA NACIONAL AC CREACION CAMPO ALEGRE,"BARRIO CAMPO ALEGRE, CALLE  INDEPENDENCIA CALLE C JOSE G HERNANDEZ",4,580,34,186,20
4,EDO. ARAGUA,1,CE. GIRARDOT,6,PQ. JOSE CASANOVA GODOY,9192,UNIDAD EDUCATIVA NACIONAL AC CREACION CAMPO ALEGRE,"BARRIO CAMPO ALEGRE, CALLE  INDEPENDENCIA CALLE C JOSE G HERNANDEZ",5,558,34,169,21
